trad	simp	py	eng	fra
茍	茍	ji2	/urgent/	
荅	荅	da1	/variant of 答[da1]/	
荅	荅	da2	/variant of 答[da2]/	/répondre/être d'accord/
草	草	cao3	/grass/straw/manuscript/draft (of a document)/careless/rough/CL:棵[ke1],撮[zuo3],株[zhu1],根[gen1]/	/herbe/paille/négligent/rédiger un brouillon/
草	草	cao4	/variant of 肏[cao4]/	
莎	莎	sha1	"/katydid (family Tettigoniidae)/phonetic ""sha"" used in transliteration/"	
莎	莎	suo1	/used in 莎草[suo1cao3]/	/roseau/
菀	菀	wan3	/bound form used in 紫菀[zi3 wan3]/	
菀	菀	yu4	/luxuriance of growth/	
華	华	hua1	/old variant of 花[hua1]/flower/	
華	华	hua2	/abbr. for China//magnificent/splendid/flowery/	/meilleure partie/brillant/magnifique/splendide/somptueux/prospère/florissant/éclat/
華	华	hua4	/Mount Hua 華山|华山[Hua4 Shan1] in Shaanxi/surname Hua/	/(nom de famille)/Mont Hua (Shaanxi)/
菱角	菱角	ling2 jiao3		/mâcre nageante/châtaigne d'eau/
菱角	菱角	ling2 jiao5	/water caltrop (Trapa species), aquatic plant with edible seeds/	
萎	萎	wei1		/flétri/sans âme/
萎	萎	wei3	/to wither/to drop/to decline/spiritless/Taiwan pr. [wei1]/	/se dessécher/se flétrir/se faner/
萬兒八千	万儿八千	wan4 r ba1 qian1		/dix mille ou presque dix mille/
萬兒八千	万儿八千	wan4 r5 ba1 qian1	/ten thousand or almost ten thousand/	
萹	萹	bian1	/see 萹蓄[bian1 xu4]/Taiwan pr. [pian1]/	
萹	萹	bian3	/see 萹豆[bian3 dou4]/	
落	落	la4	/to leave out/to be missing/to leave behind or forget to bring/to lag or fall behind/	/laisser derrière/abandonner/oublier/
落	落	lao4	/colloquial reading for 落[luo4] in certain compounds/	
落	落	luo4	/to fall or drop/(of the sun) to set/(of a tide) to go out/to lower/to decline or sink/to lag or fall behind/to fall onto/to rest with/to get or receive/to write down/whereabouts/settlement/	/baisser/tomber/descendre/
落棧	落栈	lao4 zhan4	/see 落棧|落栈[luo4 zhan4]/	
落棧	落栈	luo4 zhan4	/to make a rest stop at a hotel/to put sth into storage/	
落空	落空	la4 kong4	/to omit; to neglect (to do sth)/to miss a chance; to let an opportunity slip by/	
落空	落空	lao4 kong1	/to fail to achieve something; to be fruitless/	/ne pas atteindre qch/être infructueux/
落空	落空	luo4 kong1	/to fail; to fall through; to come to nothing/	/échouer/manquer le but/en venir à rien/ne pas aboutir/avorter (qch)/rater/
落空	落空	luo4 kong4		/rater/échouer/
著	着	zhao1	/(chess) move/trick/all right!/(dialect) to add/	/coup (échecs)/d'accord !/ajouter (dial.)/
著	着	zhao2	/to touch/to come in contact with/to feel/to be affected by/to catch fire/to burn/(coll.) to fall asleep/(after a verb) hitting the mark/succeeding in/	/atteindre/bruler/
著	着	zhe2		/perdre la tête/s'énerver/
著	着	zhe5	/aspect particle indicating action in progress or ongoing state/	/(marque le déroulement d'une action)/
著	着	zhuo2	/to wear (clothes)/to contact/to use/to apply/	/atteindre/toucher/appliquer (une couleur)/porter/se vêtir/
著花	着花	zhao2 hua1	/to blossom/to come to flower/to be in bloom/	/s'épanouir/être en fleur/
著花	着花	zhuo2 hua1	/to blossom/see 著花|着花[zhao2 hua1]/	
葚	葚	ren4		/mûre (fruit)/
葚	葚	shen4	/fruit of mulberry/also pr. [ren4]/	/mûre (fruit)/
蒔	莳	shi2	/used in 蒔蘿|莳萝[shi2 luo2]/	
蒔	莳	shi4	/(literary) to grow/(literary) to transplant/Taiwan pr. [shi2]/	/croitre/transplanter/
蒙藥	蒙药	meng2 yao4	/anesthetic; narcotic/knockout drops/	
蒙藥	蒙药	meng3 yao4	/traditional Mongolian medicine (or drug)/	
蓔	蓔	yao3	/a variety of grass/	/(variété d'herbe)/
蓔	蓔	zhuo2	/old variant of 䅵[zhuo2]/	
蓬蓬	蓬蓬	peng2 peng2	/luxuriant/abundant/(onom.) booming sound of wind/	
蓬蓬	蓬蓬	peng2 peng5	/overgrown/unkempt (of hair)/	
蔂	蔂	lei2	/basket for carrying earth/	/panier pour transporter de la terre/
蔂	蔂	luo2		/panier pour transporter de la terre/
蔔	卜	bo2	/used in 蘿蔔|萝卜[luo2 bo5]/	
蔔	卜	bo5		/(radis)/
蕁	荨	qian2	/used in 蕁麻|荨麻[qian2 ma2]/also pr. [xun2]/	
蕁	荨	xun2		/ortie/
蕃	蕃	bo1	/see 吐蕃[Tu3 bo1]/	
蕃	蕃	fan1	/variant of 番[fan1]/foreign (non-Chinese)/	/étranger (non Chinois)/
蕃	蕃	fan2	/luxuriant/flourishing/to reproduce/to proliferate/	/luxuriant/abondant/divers et varié/
蕉	蕉	jiao1	/banana/	/palmier/bananier/
蕉	蕉	qiao2	/see 蕉萃[qiao2 cui4]/	
蕻	蕻	hong2	/used in 雪裡蕻|雪里蕻[xue3 li3 hong2]/Taiwan pr. [hong4]/	
蕻	蕻	hong4	/(literary) luxuriant; flourishing/(literary) bud/(dialect) long stem of certain vegetables/	/en herbe/naissant/en bourgeon/florissant/luxuriant/
薶	薶	mai2	/old variant of 埋[mai2]/	
薶	薶	wo1	/to make dirty/to soil/	/salir/souiller/
藏羚羊	藏羚羊	cang2 ling2 yang2		/antilope du Tibet/
藏羚羊	藏羚羊	zang4 ling2 yang2	/Tibetan antelope or Chiru (Pantholops hodgsonii)/	/antilope du Tibet/Pantholops hodgsonii/tchirou/chirou/chiru/
虍	虍	hu1	"/stripes of a tiger/""tiger"" radical in Chinese characters (Kangxi radical 141)/"	/rayures d'un tigre/
虍	虍	hu3		/tigre/(141e radical)/
虛擬專用網絡	虚拟专用网络	xu1 ni2 zhuan1 yong4 wang3 luo4		/réseau privé virtuel/VPN/virtual private network/
虛擬專用網絡	虚拟专用网络	xu1 ni3 zhuan1 yong4 wang3 luo4	/virtual private network (VPN)/	/réseau privé virtuel/virtual private network/VPN/
虹	虹	hong2	/rainbow/	/arc-en-ciel/
虹	虹	jiang4		/arc-en-ciel/
蚌	蚌	bang4	/mussel/clam/	/moule (n.f.)/palourde/
蚌	蚌	beng4	/abbr. for Bengbu prefecture-level City 蚌埠市[Beng4bu4 Shi4], Anhui/	
蛻殼	蜕壳	tui4 ke2	/to exuviate; to molt/	
蛻殼	蜕壳	tui4 qiao4	/see 蛻殼|蜕壳[tui4 ke2]/	
蝃	蝃	di4	/rainbow/	/(arc-en-ciel)/
蝃	蝃	zhuo1	/see 蝃蝥[zhuo1 mao2]/	
蝦	虾	ha2	/used in 蝦蟆|虾蟆[ha2 ma5]/	
蝦	虾	xia1	/shrimp/prawn/	/crevette/
蝦子	虾子	xia1 zi3	/shrimp roe; shrimp eggs/	/Caridea/crevette/
蝦子	虾子	xia1 zi5	/shrimp/	
蟄	蛰	zhe2	/to hibernate/	/hiberner/
蟄	蛰	zhi2		/piquer/
蟆	蟆	ma2	/toad/	
蟆	蟆	ma5		/crapaud/
蟹爪蘭	蟹爪兰	xie4 zhao3 lan2	/holiday cactus/	
蟹爪蘭	蟹爪兰	xie4 zhua3 lan2		/Schlumbergera/cactus de Noël/
血	血	xie3		/sang/
血	血	xue4	/blood/colloquial pr. [xie3]/CL:滴[di1],片[pian4]/	/sang/
血性	血性	xie3 xing4		/sanglant/
血性	血性	xue4 xing4	/brave/staunch/unyielding/	/courageux/inébranlable/inflexible/
血暈	血晕	xie3 yun4	/bruise/pale red/	/blessure ouverte/
血暈	血晕	xue4 yun1		/évanouissement suite à une perte de sang/
血暈	血晕	xue4 yun4	/coma caused by loss of blood/fainting at the sight of blood/Taiwan pr. [xie3 yun1]/	
血淋淋	血淋淋	xie3 lin2 lin2	/bloody; blood-soaked; gory; grisly/cruel; brutal; harsh; grim; bitter/	
血淋淋	血淋淋	xue4 lin2 lin2		/sanglant/ensanglanté/
行	行	hang2	/row/line/commercial firm/line of business/profession/to rank (first, second etc) among one's siblings (by age)/(in data tables) row/(Tw) column/	/classe/sorte/rang/rangée/ligne/maison de commerce/firme/banque/profession/métier/
行	行	xing2	/to walk/to go/to travel/a visit/temporary/makeshift/current/in circulation/to do/to perform/capable/competent/effective/all right/OK!/will do/behavior/conduct/Taiwan pr. [xing4] for the behavior-conduct sense/	/marcher/agir/faire/pratiquer/appliquer/d'accord/c'est bon !/bagages/quitter la maison/ballade/voyage/
行	行	xing4		/action/comportement/conduite (personnelle)/
衖	衖	long4		/voie/ruelle/
衖	衖	xiang4	/variant of 巷[xiang4]/	
衣錦還鄉	衣锦还乡	yi1 jin3 huan2 xiang1	/lit. to come back to one's hometown in silken robes (idiom)/fig. to return home after making good/Taiwan pr. [yi4 jin3 huan2 xiang1]/	
衣錦還鄉	衣锦还乡	yi4 jin3 huan2 xiang1		/(expr. idiom.) rentrer au pays natal en robe de brocart/rentrer au village en robe de soie/rentrer couvert de gloire/
袷	袷	jia2	/lined/	/habit doublé/
袷	袷	qia1	/used in 袷袢[qia1 pan4]/	
裘力斯·愷撒	裘力斯·恺撒	qiu2 li4 si1 · kai3 sa1	/Julius Caesar, 1599 tragedy by William Shakespeare 莎士比亞|莎士比亚[Sha1 shi4 bi3 ya4]/	/Jules César (tragédie de William Shakespeare)/
裘力斯·愷撒	裘力斯·恺撒	qiu2 li4 si1 · kai3 sa3		/Jules César/
裳	裳	chang2	/lower garment/skirts/petticoats/garments/	/vêtements (sous la ceinture)/jupe (fendue sur le côté)/jupon/
裳	裳	shang5	/used in 衣裳[yi1 shang5]/	
裼	裼	ti4	/baby's quilt/	
裼	裼	xi1	/to bare the upper body/	/mettre à nu la partie supérieure du corps/se mettre torse-nu/
褔	褔	fu2		/complexe/double/
褔	褔	fu4	/full up/classifier for items of clothing (old)/	/complet jusqu'à/(arch. : classificateur pour les vêtements)/
襆	襆	fu2	/(bound form) a kind of headscarf worn by men in ancient China (variant of 幞[fu2])/variant of 袱[fu2]/Taiwan pr. [pu2]/	/jupe sans ourlet/capuche/turban/
襆	襆	pu2		/jupe sans ourlet/capuche/turban/
西門慶	西门庆	xi1 men1 qing4		/Ximen Qing/
西門慶	西门庆	xi1 men2 qing4	"/Ximen Qing, a fictional character in the novels ""Jin Ping Mei"" 金瓶梅[Jin1 ping2 mei2] and ""Water Margin"" 水滸傳|水浒传[Shui3 hu3 Zhuan4]/"	/Ximen Qing/
要約	要约	yao1 yue1	/to restrict/to agree to a contract/offer; bid/	
要約	要约	yao1 yue4		/proposition/faire une offre/
覐	覐	jiao4	/old variant of 覺|觉[jiao4]/	
覐	覐	jue2	/old variant of 覺|觉[jue2]/	
觜	觜	zi1	/number 20 of the 28 constellations 二十八宿, approx. Orion 獵戶座|猎户座/	
觜	觜	zui3	/variant of 嘴[zui3]/	/bouche/
觧	觧	jie3	/variant of 解[jie3]/	
觧	觧	jie4	/variant of 解[jie4]/	
觧	觧	xie4	/variant of 解[xie4]/	
訾	訾	zi1	/surname Zi//to calculate/to assess/wealth/	
訾	訾	zi3	/to slander/to detest/	
語	语	yu2		/contexte (d'une phrase ou d'un texte)/
語	语	yu3	/dialect/language/speech/	/langue/langage/parler/dire/
語	语	yu4	/to tell to/	/dire à/
語種	语种	yu3 zhong3	/language type (in a classification)/	/type de langue/
語種	语种	yu3 zhong4		/type de langage (dans un classement)/
誰	谁	shei2	/who/also pr. [shui2]/	/qui/quiconque/
誰	谁	shui2		/qui/quiconque/
調升	调升	diao4 sheng1	/to promote/	
調升	调升	tiao2 sheng1	/to adjust upward/to upgrade/(price) hike/	/ajuster vers le haut/mettre à niveau/hausse (des prix)/
調門	调门	diao4 men2	/melody/pitch or key (music)/tone/style/point of view/	/mélodie/ton/style/point de vue/
調門	调门	tiao2 men2	/valve/	
調頭	调头	diao4 tou2	/variant of 掉頭|掉头[diao4 tou2]/	
調頭	调头	diao4 tou5	/tone (of voice)/tune/	
謎	谜	mei4	/see 謎兒|谜儿[mei4 r5], riddle/	
謎	谜	mi2	/riddle/	/énigme/devinette/
謏	𫍲	sou3	/to induce/	
謏	𫍲	xiao3	/small/	
謚	谥	shi4	/variant of 諡|谥[shi4]/	
謚	谥	yi4	/smiling face/	/Nom posthume/
谷	谷	gu3	/surname Gu//valley/	/vallée/
谷	谷	yu4		/(nom de famille)/
豈	岂	kai3	/old variant of 愷|恺[kai3]/old variant of 凱|凯[kai3]/	
豈	岂	qi3	/how? (emphatic question)/	/comment ?/
豊	豊	feng1	/variant of 豐|丰[feng1]/	
豊	豊	li3	/ceremonial vessel/variant of 禮|礼[li3]/	
貉	貉	hao2		/chien viverrin/
貉	貉	he2	/raccoon dog (Nyctereutes procyonoides)/raccoon of North China, Korea and Japan (Japanese: tanuki)/also pr. [hao2]/	/blaireau/
貉	貉	mo4	/old term for northern peoples/silent/	/tapir/tribu du Nord/
負累	负累	fu4 lei3	/to implicate/to involve/	/impliquer/
負累	负累	fu4 lei4	/burden/	
販子	贩子	fan4 zi3		/traite des enfants/
販子	贩子	fan4 zi5	/trafficker; dealer; monger; peddler/	/colporteur/marchand/trafiquant/
趄	趄	ju1	/used in 趑趄[zi1 ju1]/	/empêché/
趄	趄	qie4	/to slant; to incline/	
跂	跂	ji1	/foot/	
跂	跂	qi2	/sixth (extra) toe/to crawl/	/sixième orteil (en sus)/ramper/
跂	跂	qi3	/to climb/to hope/	/grimper/espérer/
跂	跂	qi4	/to stand on tiptoe/to sit with feet hanging/	/s'assoir avec les pieds suspendus/
跂	跂	zhi1	/see 踶跂[di4 zhi1]/	
跂望	跂望	qi3 wang4	/variant of 企望[qi3 wang4]/	
跂望	跂望	qi4 wang4	/to stand on tiptoe looking forward to sb or sth/	
踉	踉	liang2	/jump/	/sauter/
踉	踉	liang4	/stagger/sway from side to side/	
踏	踏	ta1	/see 踏實|踏实[ta1 shi5]/	
踏	踏	ta4	/to tread/to stamp/to step on/to press a pedal/to investigate on the spot/	/marcher sur/piétiner/
踘	踘	ju1	/leather ball/Taiwan pr. [ju2]/	/balle de cuir/
踘	踘	ju2		/balle en cuir/
蹊	蹊	qi1	/used in 蹊蹺|蹊跷[qi1 qiao1]/Taiwan pr. [xi1]/	
蹊	蹊	xi1	/(literary) footpath/	/sentier pour piéton/
蹌	跄	qiang1	/walk rapidly/	/marche agile/
蹌	跄	qiang4	/stagger/sway from side to side/	
蹡	蹡	qiang1	/(manner of walking)/	/(manière de marcher)/
蹡	蹡	qiang4	/see 踉蹡[liang4 qiang4]/	
蹬	蹬	deng1	/to step on; to tread on/to put on; to wear (shoes, trousers etc)/(slang) to dump (sb)/Taiwan pr. [deng4]/	/pédaler/appuyer avec force (avec ses pieds)/poser les pieds sur/prendre appui sur/porter aux pieds/
蹬	蹬	deng4		/monter/épuisé/
蹭	蹭	ceng2		/s'inviter à manger (chez des amis)/
蹭	蹭	ceng4	/to rub against/to walk slowly/(coll.) to freeload/	/égratigner/trainer/
蹲馬步	蹲马步	dun1 ma3 bu4	/to do a martial-art squat/	
蹲馬步	蹲马步	dun4 ma3 bu4		/s'accroupir (dans les arts martiaux)/
軋	轧	ga2	/to crush together (in a crowd)/to make friends/to check (accounts)/	
軋	轧	ya4	/surname Ya//to crush/to knock sb down with a vehicle/	
軋	轧	zha2	/to roll (steel)/	/écraser/
軸	轴	zhou2	/axis/axle/spool (for thread)/roller (for scrolls)/classifier for calligraphy rolls etc/	/essieu/pivot/rouleau/
軸	轴	zhou4	/see 壓軸戲|压轴戏[ya1 zhou4 xi4]/Taiwan pr. [zhou2]/	/essieu/axe/arbre (d'une machine)/
軸	轴	zhu2		/essieu/
軻	轲	ke1	/given name of Mencius/	
軻	轲	ke3	/see 轗軻|轗轲[kan3 ke3]/	/essieu/
轉	转	zhuai3	/see 轉文|转文[zhuai3 wen2]/	
轉	转	zhuan3	/to turn/to change direction/to transfer/to forward (mail)/(Internet) to share (sb else's content)/	/transformer/muter/changer/transmettre/tourner/faire tourner/
轉	转	zhuan4	/to revolve/to turn/to circle about/to walk about/classifier for revolutions (per minute etc): revs, rpm/classifier for repeated actions/	/tourner/tournoyer/tour (n.m.)/se promener/
轉位	转位	zhuan3 wei4	/transposition/displacement/inversion/translocation/to displace/to transpose/	/transposition/déplacement/inversion/translocation/déplacer/transposer/
轉位	转位	zhuan4 wei4	/index (rotating gauge)/cam gradation/	
轉台	转台	zhuan3 tai2	/to change the channel (TV)/	/changer de chaine (TV)/zapper/
轉台	转台	zhuan4 tai2	/rotating stage/swivel table/	
轉子	转子	zhuan4 zi3	/(electricity) rotor/	/rotor (élec.)/
轉子	转子	zhuan4 zi5		/rotor (élec.)/
轉文	转文	zhuai3 wen2	/to parade by interspersing one's speech or writing with literary allusions/Taiwan pr. [zhuan3 wen2]/	/agrémenter un discours d'allusions littéraires/
轉文	转文	zhuan3 wen2	/(Internet) to repost (Tw)/	
轍	辙	che4		/ornière/précédent/
轍	辙	zhe2	/rut; track of a wheel (Taiwan pr. [che4])/(coll.) the direction of traffic/a rhyme (of a song, poem etc)/(dialect) (usu. after 有[you3] or 沒|没[mei2]) way; idea/	/trace de roue/ornière/voie/
辟	辟	bi4	/(literary) king; monarch/(literary) (of a sovereign) to summon to official service/(literary) to avoid (variant of 避[bi4])/(literary) to repel (variant of 避[bi4])/	/roi/monarque/s'engager/repousser/éviter/
辟	辟	pi4	/penal law/variant of 闢|辟[pi4]/	
迆	迆	yi2	/variant of 迤[yi2]/	
迆	迆	yi3	/variant of 迤[yi3]/	
近地軌道	近地轨道	jin4 de5 gui3 dao4		/orbite terrestre basse (OTB)/
近地軌道	近地轨道	jin4 di4 gui3 dao4	/low Earth orbit (LEO)/	/orbite terrestre basse (OTB)/
迫	迫	pai3	/used in 迫擊炮|迫击炮[pai3 ji1 pao4]/	
迫	迫	po4	/to force/to compel/to approach or go towards/urgent/pressing/	/forcer/obliger/se presser/se hâter/
迫降	迫降	po4 jiang4	/to force a plane to land/	/forcer un avion à atterrir/atterrissage d'urgence/
迫降	迫降	po4 xiang2	/to force sb to surrender/	
逐行	逐行	zhu2 hang2	/line by line (translation, scanning etc)/progressive/	/ligne par ligne (traduction, numérisation, etc.)/progressif/
逐行	逐行	zhu2 xing2	/progressive/	
通	通	tong1	/to go through/to know well/(suffix) expert/to connect/to communicate/open/to clear/classifier for letters, telegrams, phone calls etc/	/passer librement/déboucher/mener à/communiquer/informer/connaitre/comprendre à fond/logique/commun/tout/entier/ouvert/dégagé/expert/spécialiste/
通	通	tong4	/classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)/	
造化	造化	zao4 hua4	/(literary) Nature; the Creator/	/bonne fortune/chance/Mère Nature/
造化	造化	zao4 hua5	/good luck/	
連累	连累	lian2 lei3		/impliquer/compromettre/
連累	连累	lian2 lei5	/to implicate; to get (sb) into trouble/also pr. [lian2 lei3] or [lian2 lei4]/	
遂	遂	sui2	/used in 半身不遂[ban4 shen1 bu4 sui2]/Taiwan pr. [sui4]/	
遂	遂	sui4	/to satisfy/to succeed/then/thereupon/finally/unexpectedly/to proceed/to reach/	/alors/satisfaire/exaucer/réussir/
過	过	guo1	/surname Guo/	
過	过	guo4	/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/excessively/too-/	/traverser/passer (du temps)/(utilisé après le verbe pour indiquer une action passée)/
過	过	guo5	/(experienced action marker)/	/(marqueur d'action expérimentée)/
過肩摔	过肩摔	guo4 jian1 shuai1	/shoulder throw (judo)/	
過肩摔	过肩摔	guo4 jian1 shuai3		/projection d'épaule (judo)/
遢	遢	ta1	/meaningless bound form used only in 邋遢[la1 ta5]/Taiwan pr. [ta4]/	
遢	遢	ta4		/négligent/insouciant/
避諱	避讳	bi4 hui4	/to avoid a taboo (usu. on the given names of emperors or one's elders)/	/éviter un sujet tabou/
避諱	避讳	bi4 hui5	/to avoid a taboo word or topic/to refrain from; to avoid/	
那	那	na1	/surname Na/	/(nom de famille)/
那	那	na3	/variant of 哪[na3]/	
那	那	na4	/(specifier) that; the; those (colloquial pr. [nei4])/(pronoun) that (referring to persons, things or situations)/then (in that case)/	/ce/cet/cette/cela/donc/dans ce cas/
那	那	nuo2	/surname Nuo//(archaic) many/beautiful/how/old variant of 挪[nuo2]/	
那會兒	那会儿	na3 hui4 er2		/en ce temps-là/à ce moment-là/alors/
那會兒	那会儿	na4 hui4 r5	/at that time (in the past or the future)/also pr. [nei4 hui4 r5]/	
鄢	鄢	wan1		/(nom d'un état féodal)/
鄢	鄢	yan1	/surname Yan/name of a district in Henan/	/(nom de famille)/
鄫	鄫	zeng1	/surname Zeng/Zhou vassal state/also pr. [Ceng2]/	/(nom de famille)/(nom d'un État vassal)/
鄫	鄫	zeng2		/(nom d'un ancien État féodal du Shandong)/
酊	酊	ding1	/tincture (loanword)/	
酊	酊	ding3	/used in 酩酊[ming3 ding3]/	/ivre/
酢	酢	cu4	/variant of 醋[cu4]/	
酢	酢	zuo4	/toast to host by guest/	/rendre la pareille/rendre la réponse/
酵素	酵素	jiao4 su4	/enzyme/	/enzyme/
酵素	酵素	xiao4 su4		/Enzyme/
醱	酦	fa1	/used in 醱酵|酦酵[fa1 jiao4]/Taiwan pr. [po4]/	
醱	酦	po1	/to ferment alcohol/Taiwan pr. [po4]/	/fermenter l'alcool/
采	采	cai3	/color/complexion/looks/variant of 彩[cai3]/variant of 採|采[cai3]/	
采	采	cai4	/allotment to a feudal noble/	/fief/
重名	重名	chong2 ming2	/to have the same name/	
重名	重名	zhong4 ming2	/renowned/a great name/	
重碼	重码	chong2 ma3	/repeated code/coincident code (i.e. two characters or words having the same encoding)/	
重碼	重码	zhong4 ma3	/weight code/	
重頭	重头	chong2 tou2	/anew/from the beginning/(in poetry and song) repetition of a melody or rhythm/	
重頭	重头	zhong4 tou2	/main; most important; essential/important part/	/le plus important/indispensable/
金冠樹八哥	金冠树八哥	jin1 guan1 shu4 ba1 ge1		/Martin couronné/
金冠樹八哥	金冠树八哥	jin1 guan1 shu4 ba1 ge5	/(bird species of China) golden-crested myna (Ampeliceps coronatus)/	
釕	钌	liao3	/ruthenium (chemistry)/	/ruthénium/
釕	钌	liao4	/see 釕銱兒|钌铞儿[liao4 diao4 r5]/Taiwan pr. [liao3]/	
釤	钐	shan1	/samarium (chemistry)/	/samarium (chimie)/
釤	钐	shan4	/to cut with a sickle/large sickle/	
釸	釸	xi1	/variant of 矽[xi1]/	
釸	釸	xi4		/silicium/
鈒	钑	ji2	/germanium (old)/	/germanium (arch.)/
鈒	钑	sa4	/(literary) small halberd with an iron handle, used as a weapon or as an agricultural tool/(literary) to inlay/Taiwan pr. [se4]/	
鉄	鉄	tie3	/old variant of 鐵|铁[tie3]/	
鉄	鉄	zhi4	/old variant of 紩[zhi4]/	
鉤環	钩环	gou1 huan2	/shackle (U-shaped link)/	
鉤環	钩环	gou4 huan2		/mousqueton/
鉨	鉨	ni3		/nihonium/
鉨	鉨	xi3	/variant of 璽|玺 ruler's seal/	
銑	铣	xi3	/to mill (machining)/Taiwan pr. [xian3]/	
銑	铣	xian3	/shining metal/(old) the 16th of the month (abbreviation used in telegrams)/	/fraiser/
銕	銕	tie3	/old variant of 鐵|铁[tie3]/	
銕	銕	yi2		/Fer/
銾	汞	gong3	/variant of 汞[gong3]/	/mercure/
銾	汞	hong4		/mercure(Hg)/
鋪蓋	铺盖	pu1 gai4	/to spread evenly over/	/se répandre uniformément sur/
鋪蓋	铺盖	pu1 gai5	/bedding/bedclothes/	
鋪襯	铺衬	pu1 chen4	/to serve as a contrasting element/	
鋪襯	铺衬	pu1 chen5	/patch of cloth/	
鋪面	铺面	pu1 mian4	/paving/pavement/	/pavage/chaussée/
鋪面	铺面	pu4 mian4	/front window/store front/	
鎬	镐	gao3	/a pick/	
鎬	镐	hao4	/bright/place name/stove/	/lumineux/nom de lieu/poêle/
鏚	鏚	qi1	/battle-axe/Taiwan pr. [qi4]/	
鏚	鏚	qi4		/hache de guerre/
鐔	镡	tan2	/surname Tan/	/urne/
鐔	镡	xin2	/guard (on a sword handle)/pommel (on a sword handle)/dagger/Taiwan pr. [tan2]/	
鐽	鐽	bi4		/Darmstadtium/
鐽	鐽	da2		/darmstadtium/
鑰	钥	yao4		/serrure/clef/
鑰	钥	yue4	/key/also pr. [yao4]/	/clé/
鑽井	钻井	zuan1 jing3	/to drill (e.g. for oil)/a borehole/	
鑽井	钻井	zuan4 jing3		/forage/
鑿	凿	zao2	/(bound form) chisel/to bore a hole; to chisel; to dig/(literary) certain; authentic; irrefutable/also pr. [zuo4]/	/creuser/percer/
鑿	凿	zuo4		/burin/creuser/percer/
長毛	长毛	chang2 mao2	/(derog.) the Longhairs (Taiping rebels of the 19th century)//long-wool (sheep etc)/long-haired (dog etc)/	
長毛	长毛	zhang3 mao2	/to grow hair/to become mildewed/	
長牙	长牙	chang2 ya2	/tusk/	
長牙	长牙	zhang3 ya2	/to grow teeth; to teethe/	/avoir les dents qui poussent/
閒	閒	jian1	/variant of 間|间[jian1]/	
閒	閒	jian4	/variant of 間|间[jian4]/	/entre/
閒	閒	xian2		/inactif/inoccupé/loisir/temps libre/
閤	𬮤	ge2	/side door/variant of 閣|阁[ge2]/pavilion/cabinet/boudoir/	
閤	𬮤	he2	/variant of 闔|阖[he2]/	
閨女	闺女	gui1 nu:3		/jeune fille/femme non mariée/
閨女	闺女	gui1 nu:5	/maiden; unmarried woman/(coll.) daughter/	/jeune fille/
閬	阆	lang2	/used in 閌閬|闶阆[kang1 lang2]/	
閬	阆	lang4	/(literary) vast; spacious/(literary) lofty/(literary) tall door/(literary) dry moat outside a city wall/	
闆	板	ban3	/see 老闆|老板, boss/	/planche/plaque/tôle/raide/dur/sévère/
闆	板	pan4	/to catch sight of in a doorway (old)/	
闌檻	阑槛	lan2 jian4	/railing/fence/banisters/	/clôture/balustrades/
闌檻	阑槛	lan2 kan3	/see 闌檻|阑槛[lan2 jian4]/	
闔	阖	ge2		/porte/fermer/tout/
闔	阖	he2	/door/to close/whole/	/tout/
阽	阽	dian4	/dangerous/also pr. [yan2]/	/dangereux/
阽	阽	yan2		/dangereux/
阿	阿	a		/flatteur/
阿	阿	a1	/abbr. for Afghanistan 阿富汗[A1 fu4 han4]//prefix used before monosyllabic names, kinship terms etc to indicate familiarity/used in transliteration/also pr. [a4]/	/(préfixe ou suffixe informel)/(placé devant un nom ou un terme de parenté pour former une appellation)/
阿	阿	e1	/(literary) to flatter; to curry favor with/	/flatter/se plier/
阿房宮	阿房宫	e1 fang2 gong1		/Palais Efang/
阿房宮	阿房宫	e1 pang2 gong1	/Epang Palace, palace complex in western Xi'an built by Qin Shihuang 秦始皇[Qin2 Shi3 huang2]/also pr. [E1 fang2 Gong1]/	/palais Epang (Xi'an)/
阿衣奴	阿衣奴	a1 yi1 nu2	/see 阿伊努[A1 yi1 nu3]/	/Ainu (groupe ethnique du Japon du nord et de l'est de la Russie)/
阿衣奴	阿衣奴	a1 yi1 nu3		/Ainu (groupe ethnique du Japon du nord et de l'est de la Russie)/
阿道司·赫胥黎	阿道司·赫胥黎	a1 dao4 si1 · he4 xu1 li2	/Aldous Huxley (1894-1963), British novelist and author of Brave New World 美麗新世界|美丽新世界[Mei3 li4 Xin1 Shi4 jie4]/	/Aldous Huxley/
阿道司·赫胥黎	阿道司·赫胥黎	a1 dao4 si1 · he4 xu1 li4		/Aldous Huxley/
陀螺儀	陀螺仪	tuo2 luo2 yi2	/gyroscope/	
陀螺儀	陀螺仪	tuo2 luo2 yi4		/gyroscope/
陂	陂	bei1	/pool/pond/bank of a pond/mountain slope/Taiwan pr. [pi2]/	/piscine/étang/bord d'un étang/pente d'une montagne/
陂	陂	pi2		/pente/réservoir/
陂	陂	po1	/rugged/uneven/	/robuste/irrégulier/
雀	雀	qiao1	/a freckle/lentigo/	/rousseur/lentigo/
雀	雀	qiao3		/(oiseau)/
